SWIA_vel_x_b,SWIA_vel_x_e,temp_b,temp_e,density_b,density_e,mag_b,mag_e,f107_b,f107_e,pdyn_b,pdyn_e,begin,end
-240.5,-256.0,82.257,82.541,2.515,2.515,11.315999999999999,11.315999999999999,49.025,49.025,0.439,0.439,2015-07-02T12:59:56,2015-07-02T13:06:52
-276.5,-265.0,126.09200000000001,80.848,1.925,1.925,10.332,10.332,49.023,49.023,0.406,0.406,2015-07-02T13:56:52,2015-07-02T14:02:16
-276.5,-283.0,99.57700000000001,96.70299999999999,1.375,1.375,10.331,10.331,49.022,49.022,0.39899999999999997,0.39899999999999997,2015-07-02T14:16:52,2015-07-02T14:18:08
-263.5,-270.0,81.616,84.14399999999999,1.545,1.545,10.302,10.302,49.022,49.022,0.402,0.402,2015-07-02T14:06:52,2015-07-02T14:10:12
-187.5,-185.0,152.686,81.072,,,12.357999999999999,12.357999999999999,49.015,49.015,0.392,0.392,2015-07-02T16:37:16,2015-07-02T16:39:20
-205.0,-347.5,74.738,162.09799999999998,8.42,8.42,12.185,12.185,48.363,48.363,0.444,0.444,2015-07-03T01:41:28,2015-07-03T01:48:20
-346.0,-253.0,92.602,59.833999999999996,1.75,1.75,4.8260000000000005,4.8260000000000005,48.357,48.357,0.349,0.349,2015-07-03T03:29:52,2015-07-03T03:35:04
-230.0,-314.0,71.73899999999999,15.064,3.745,3.745,10.514000000000001,10.514000000000001,48.349,48.349,0.23600000000000002,0.23600000000000002,2015-07-03T06:15:48,2015-07-03T06:21:40
-344.0,-223.0,11.792,78.41,1.47,1.47,4.68,4.68,48.346000000000004,48.346000000000004,0.226,0.226,2015-07-03T07:23:12,2015-07-03T07:34:04
-218.0,-331.0,73.27600000000001,105.44200000000001,5.76,5.76,12.181,12.181,48.335,48.335,0.361,0.361,2015-07-03T11:00:16,2015-07-03T11:09:52
-179.5,-354.0,96.912,8.279,6.545,6.545,8.152000000000001,8.152000000000001,50.17,50.17,0.127,0.127,2015-07-04T13:14:28,2015-07-04T13:18:48
-304.0,-232.5,170.125,136.086,2.255,2.255,3.219,3.219,50.17,50.17,0.127,0.127,2015-07-04T13:11:02,2015-07-04T13:14:14
-343.0,-274.5,8.375,47.18899999999999,2.17,2.17,4.248,4.248,50.165,50.165,0.13699999999999998,0.13699999999999998,2015-07-04T14:56:56,2015-07-04T15:01:32
-262.0,-288.5,84.236,82.134,5.09,5.09,7.297000000000001,7.297000000000001,50.15,50.15,0.25,0.25,2015-07-04T19:38:00,2015-07-04T19:38:44
-135.0,-256.0,70.804,143.157,,,7.518,7.518,50.144,50.144,0.212,0.212,2015-07-04T21:48:08,2015-07-04T21:53:28
-200.0,-260.0,64.941,112.12299999999999,,,8.014,8.014,53.577,53.577,0.17300000000000001,0.17300000000000001,2015-07-05T02:16:12,2015-07-05T02:20:16
-323.0,-224.5,8.158999999999999,87.39299999999999,4.97,4.97,3.173,3.173,53.568999999999996,53.568999999999996,0.161,0.161,2015-07-05T04:43:48,2015-07-05T04:46:44
-191.0,-264.0,68.546,230.916,,,9.177,9.177,53.563,53.563,0.15,0.15,2015-07-05T06:42:00,2015-07-05T06:45:44
-189.0,-266.0,80.545,132.255,,,7.938,7.938,53.548,53.548,0.126,0.126,2015-07-05T11:07:28,2015-07-05T11:11:04
-301.0,-231.0,62.207,49.744,,,3.2,3.2,53.54,53.54,0.11900000000000001,0.11900000000000001,2015-07-05T13:35:36,2015-07-05T13:37:04
-188.0,-266.0,78.60600000000001,170.59599999999998,,,9.891,9.891,53.534,53.534,0.12,0.12,2015-07-05T15:32:08,2015-07-05T15:36:56
-157.0,-242.5,81.101,115.09,,,7.281000000000001,7.281000000000001,53.52,53.52,0.11,0.11,2015-07-05T19:59:04,2015-07-05T20:03:40
-313.0,-197.0,10.875,37.894,,,3.35,3.35,53.511,53.511,0.105,0.105,2015-07-05T22:32:56,2015-07-05T22:35:12
-189.0,-214.0,82.359,107.12299999999999,,,5.393,5.393,57.196999999999996,57.196999999999996,0.107,0.107,2015-07-06T00:15:04,2015-07-06T00:17:24
-277.0,-192.0,121.98299999999999,54.993,,,3.4930000000000003,3.4930000000000003,57.188,57.188,0.115,0.115,2015-07-06T02:53:32,2015-07-06T02:56:00
-310.0,-253.5,6.245,21.213,,,3.892,3.892,57.173,57.173,0.138,0.138,2015-07-06T07:17:12,2015-07-06T07:19:24
-164.0,-236.0,90.039,103.85799999999999,,,7.521,7.521,57.166000000000004,57.166000000000004,0.135,0.135,2015-07-06T09:13:12,2015-07-06T09:14:56
-262.5,-195.0,91.08200000000001,42.658,5.87,5.87,6.651,6.651,57.158,57.158,0.127,0.127,2015-07-06T11:30:44,2015-07-06T11:35:04
-159.0,-261.0,64.97399999999999,139.593,,,9.249,9.249,57.15,57.15,0.12,0.12,2015-07-06T13:39:36,2015-07-06T13:48:48
-289.0,-184.0,128.81799999999998,52.903999999999996,2.765,2.765,4.783,4.783,57.143,57.143,0.11900000000000001,0.11900000000000001,2015-07-06T15:47:08,2015-07-06T15:55:40
-204.0,-329.0,136.328,136.356,,,16.564,16.564,57.135,57.135,0.124,0.124,2015-07-06T18:09:16,2015-07-06T18:16:24
-414.5,-337.5,13.49,58.155,7.7,7.7,5.684,5.684,57.126000000000005,57.126000000000005,0.142,0.142,2015-07-06T20:43:40,2015-07-06T20:49:40
-245.0,-417.0,127.15700000000001,18.451,,,19.784000000000002,19.784000000000002,57.119,57.119,0.166,0.166,2015-07-06T22:40:20,2015-07-06T22:47:00
-375.5,-248.0,10.793,83.145,6.975,6.975,3.141,3.141,56.748000000000005,56.748000000000005,0.221,0.221,2015-07-07T10:05:56,2015-07-07T10:11:28
-208.0,-260.5,74.873,115.337,,,7.531000000000001,7.531000000000001,56.743,56.743,0.231,0.231,2015-07-07T11:41:56,2015-07-07T11:44:44
-219.0,-244.0,105.635,116.137,,,9.389,9.389,56.726000000000006,56.726000000000006,23.873,23.873,2015-07-07T16:22:08,2015-07-07T16:25:20
-243.5,-351.5,119.194,12.995999999999999,,,11.133,11.133,56.726000000000006,56.726000000000006,23.546,23.546,2015-07-07T16:27:56,2015-07-07T16:30:28
-271.5,-229.0,177.52700000000002,93.736,,,6.232,6.232,56.726000000000006,56.726000000000006,23.711,23.711,2015-07-07T16:25:02,2015-07-07T16:27:54
-340.0,-216.0,9.431000000000001,39.184,5.52,5.52,4.07,4.07,56.718,56.718,12.890999999999998,12.890999999999998,2015-07-07T18:54:52,2015-07-07T19:00:08
-162.0,-249.0,61.949,75.22399999999999,,,8.601,8.601,56.711000000000006,56.711000000000006,7.664,7.664,2015-07-07T20:43:20,2015-07-07T20:47:20
-241.0,-273.0,60.681000000000004,115.105,,,9.398,9.398,55.083,55.083,1.536,1.536,2015-07-08T01:12:32,2015-07-08T01:16:36
-249.5,-196.0,198.28799999999998,140.636,,,1.751,1.751,55.074,55.074,0.32799999999999996,0.32799999999999996,2015-07-08T03:59:24,2015-07-08T04:02:40
-265.0,-231.0,76.13600000000001,100.26799999999999,,,4.863,4.863,55.068999999999996,55.068999999999996,0.174,0.174,2015-07-08T05:24:16,2015-07-08T05:26:40
-258.0,-212.5,84.522,55.963,,,5.404,5.404,55.059,55.059,0.41,0.41,2015-07-08T08:16:00,2015-07-08T08:19:40
-188.5,-276.0,110.374,126.389,,,5.867999999999999,5.867999999999999,55.053000000000004,55.053000000000004,0.535,0.535,2015-07-08T10:02:36,2015-07-08T10:05:04
-330.0,-218.0,6.894,63.967,6.48,6.48,4.675,4.675,55.045,55.045,0.599,0.599,2015-07-08T12:33:20,2015-07-08T12:38:52
-169.5,-307.5,91.072,188.588,,,11.327,11.327,55.038000000000004,55.038000000000004,0.575,0.575,2015-07-08T14:37:32,2015-07-08T14:42:28
-370.0,-268.0,11.267000000000001,22.701,4.24,4.24,3.97,3.97,55.03,55.03,0.524,0.524,2015-07-08T16:59:12,2015-07-08T17:05:44
-233.5,-343.5,94.851,146.767,,,15.343,15.343,55.023,55.023,0.235,0.235,2015-07-08T19:04:20,2015-07-08T19:10:20
-325.0,-269.5,10.43,41.647,,,3.372,3.372,55.013999999999996,55.013999999999996,0.326,0.326,2015-07-08T21:44:24,2015-07-08T21:46:20
-247.0,-347.0,96.235,54.614,,,11.832,11.832,53.608000000000004,53.608000000000004,0.28800000000000003,0.28800000000000003,2015-07-08T23:28:16,2015-07-08T23:37:52
-280.0,-240.5,99.70299999999999,81.205,,,9.88,9.88,52.028,52.028,1.452,1.452,2015-07-09T01:47:12,2015-07-09T01:53:56
-209.0,-335.0,91.197,93.49700000000001,,,13.064,13.064,52.021,52.021,1.061,1.061,2015-07-09T03:46:44,2015-07-09T03:53:28
-325.0,-272.0,56.07899999999999,55.912,,,3.76,3.76,52.013000000000005,52.013000000000005,0.929,0.929,2015-07-09T06:29:56,2015-07-09T06:32:00
-209.0,-330.0,85.87299999999999,102.538,,,12.034,12.034,52.007,52.007,0.805,0.805,2015-07-09T08:12:00,2015-07-09T08:17:44
-368.0,-316.5,12.665,43.367,5.51,5.51,4.416,4.416,51.998999999999995,51.998999999999995,0.78,0.78,2015-07-09T10:43:00,2015-07-09T10:49:00
-199.0,-338.0,69.882,163.336,,,11.905,11.905,51.993,51.993,0.769,0.769,2015-07-09T12:37:00,2015-07-09T12:41:12
-203.0,-345.0,78.828,183.25,,,16.096,16.096,51.992,51.992,0.7909999999999999,0.7909999999999999,2015-07-09T12:51:20,2015-07-09T12:58:24
-219.0,-236.5,81.426,84.87799999999999,,,13.129000000000001,13.129000000000001,51.993,51.993,0.78,0.78,2015-07-09T12:44:10,2015-07-09T12:49:48
-360.5,-266.5,12.856,34.896,8.595,8.595,5.457000000000001,5.457000000000001,51.986000000000004,51.986000000000004,0.757,0.757,2015-07-09T15:00:28,2015-07-09T15:07:24
-262.5,-315.5,119.76100000000001,143.736,,,7.525,7.525,51.979,51.979,0.6459999999999999,0.6459999999999999,2015-07-09T17:04:36,2015-07-09T17:11:08
-354.5,-209.5,8.741,56.056999999999995,4.415,4.415,6.247000000000001,6.247000000000001,51.972,51.972,1.0290000000000001,1.0290000000000001,2015-07-09T19:11:56,2015-07-09T19:19:40
-199.0,-361.0,103.79899999999999,8.599,,,13.35,13.35,51.965,51.965,2.562,2.562,2015-07-09T21:35:04,2015-07-09T21:43:04
-369.0,-335.0,9.032,77.286,5.5,5.5,5.157,5.157,54.422,54.422,2.447,2.447,2015-07-09T23:49:04,2015-07-09T23:56:24
-235.0,-339.0,111.777,138.463,,,13.168,13.168,54.961000000000006,54.961000000000006,0.988,0.988,2015-07-10T01:46:16,2015-07-10T01:54:32
-371.0,-236.0,11.985999999999999,22.049,3.55,3.55,5.122000000000001,5.122000000000001,54.95399999999999,54.95399999999999,0.867,0.867,2015-07-10T03:57:28,2015-07-10T04:03:52
-229.0,-373.0,110.836,13.433,,,16.664,16.664,54.946000000000005,54.946000000000005,1.151,1.151,2015-07-10T06:25:32,2015-07-10T06:31:48
-364.0,-242.0,9.306000000000001,76.242,3.72,3.72,6.079,6.079,54.93899999999999,54.93899999999999,0.653,0.653,2015-07-10T08:33:04,2015-07-10T08:40:44
-198.0,-322.0,62.763000000000005,181.662,,,18.336,18.336,54.93,54.93,0.46799999999999997,0.46799999999999997,2015-07-10T10:57:12,2015-07-10T11:04:32
-379.0,-234.0,13.772,54.965,5.11,5.11,3.7089999999999996,3.7089999999999996,54.923,54.923,0.312,0.312,2015-07-10T13:10:04,2015-07-10T13:16:36
-247.0,-354.0,89.59700000000001,131.763,,,12.208,12.208,54.916000000000004,54.916000000000004,0.33799999999999997,0.33799999999999997,2015-07-10T15:13:00,2015-07-10T15:18:08
-206.0,-339.0,80.0,222.47799999999998,,,12.239,12.239,54.902,54.902,0.24100000000000002,0.24100000000000002,2015-07-10T19:32:52,2015-07-10T19:37:36
-365.0,-364.5,14.732999999999999,60.413999999999994,4.12,4.12,4.248,4.248,54.894,54.894,0.14300000000000002,0.14300000000000002,2015-07-10T21:54:16,2015-07-10T21:58:28
-247.0,-332.0,109.92200000000001,161.243,,,10.814,10.814,51.799,51.799,0.16399999999999998,0.16399999999999998,2015-07-10T23:50:00,2015-07-10T23:55:00
-377.5,-250.5,12.960999999999999,22.414,2.85,2.85,3.4539999999999997,3.4539999999999997,51.174,51.174,0.303,0.303,2015-07-11T02:05:08,2015-07-11T02:12:04
-192.0,-281.0,145.876,144.836,,,3.446,3.446,51.168,51.168,0.504,0.504,2015-07-11T04:06:08,2015-07-11T04:14:32
-321.5,-265.0,17.535999999999998,20.500999999999998,7.565,7.565,7.007000000000001,7.007000000000001,51.16,51.16,0.252,0.252,2015-07-11T06:43:32,2015-07-11T06:47:52
-293.0,-339.0,131.171,69.581,,,8.863,8.863,51.153999999999996,51.153999999999996,0.17800000000000002,0.17800000000000002,2015-07-11T08:35:40,2015-07-11T08:39:04
-347.0,-292.0,7.303999999999999,42.026,2.925,2.925,4.1339999999999995,4.1339999999999995,51.146,51.146,0.179,0.179,2015-07-11T11:05:08,2015-07-11T11:10:08
-214.5,-312.0,70.516,156.18,,,11.581,11.581,51.138999999999996,51.138999999999996,0.17300000000000001,0.17300000000000001,2015-07-11T13:14:04,2015-07-11T13:20:00
-318.0,-200.0,90.06200000000001,43.036,5.32,5.32,4.298,4.298,51.132,51.132,0.213,0.213,2015-07-11T15:30:48,2015-07-11T15:36:16
-223.5,-337.0,107.52600000000001,158.386,,,10.22,10.22,51.126000000000005,51.126000000000005,0.258,0.258,2015-07-11T17:32:52,2015-07-11T17:37:44
-362.0,-214.0,8.73,50.43899999999999,4.81,4.81,3.8510000000000004,3.8510000000000004,51.118,51.118,1.719,1.719,2015-07-11T19:57:24,2015-07-11T20:03:36
-248.0,-311.0,98.61200000000001,157.666,,,14.817,14.817,51.111999999999995,51.111999999999995,0.9309999999999999,0.9309999999999999,2015-07-11T21:57:04,2015-07-11T22:02:56
-367.0,-262.5,11.009,79.53,,,4.676,4.676,49.295,49.295,0.297,0.297,2015-07-12T00:35:32,2015-07-12T00:39:40
-201.0,-336.5,85.43,203.11700000000002,,,12.84,12.84,49.29,49.29,0.214,0.214,2015-07-12T02:16:32,2015-07-12T02:21:24
-348.0,-266.0,7.952999999999999,23.838,4.45,4.45,3.6919999999999997,3.6919999999999997,49.282,49.282,0.22399999999999998,0.22399999999999998,2015-07-12T04:45:28,2015-07-12T04:51:52
-201.0,-366.5,105.417,13.367,,,13.249,13.249,49.276,49.276,0.303,0.303,2015-07-12T06:38:32,2015-07-12T06:43:40
-369.0,-237.0,10.113999999999999,72.027,,,4.651,4.651,49.269,49.269,0.19399999999999998,0.19399999999999998,2015-07-12T09:13:12,2015-07-12T09:18:36
-242.0,-370.5,24.028000000000002,10.102,,,15.331,15.331,49.263000000000005,49.263000000000005,0.096,0.096,2015-07-12T11:09:44,2015-07-12T11:16:44
-368.0,-210.0,10.32,57.887,4.92,4.92,4.987,4.987,49.256,49.256,0.096,0.096,2015-07-12T13:29:32,2015-07-12T13:34:48
-454.0,-375.0,117.45200000000001,14.093,,,18.617,18.617,49.248999999999995,49.248999999999995,0.091,0.091,2015-07-12T15:52:56,2015-07-12T15:58:16
-354.0,-208.0,117.929,90.375,2.55,2.55,5.568,5.568,49.243,49.243,0.08900000000000001,0.08900000000000001,2015-07-12T17:43:00,2015-07-12T17:50:40
-206.5,-308.0,93.777,96.47200000000001,,,13.511,13.511,49.236000000000004,49.236000000000004,0.129,0.129,2015-07-12T20:05:24,2015-07-12T20:11:40
-348.5,-280.0,13.352,40.77,5.12,5.12,5.234,5.234,49.229,49.229,0.161,0.161,2015-07-12T22:15:48,2015-07-12T22:21:40
-239.0,-237.0,27.660999999999998,27.428,,,11.579,11.579,46.711999999999996,46.711999999999996,0.503,0.503,2015-07-13T02:36:20,2015-07-13T02:37:36
-245.0,-352.0,96.568,15.907,,,17.067,17.067,46.706,46.706,0.597,0.597,2015-07-13T04:44:24,2015-07-13T04:50:28
-234.5,-321.0,92.62899999999999,105.90100000000001,,,10.503,10.503,46.693999999999996,46.693999999999996,0.1,0.1,2015-07-13T08:57:00,2015-07-13T09:00:16
-336.0,-301.5,9.224,23.47,,,4.02,4.02,46.687,46.687,0.10099999999999999,0.10099999999999999,2015-07-13T11:21:52,2015-07-13T11:26:20
-210.0,-295.5,67.583,187.357,,,12.457,12.457,46.681000000000004,46.681000000000004,0.11,0.11,2015-07-13T13:32:44,2015-07-13T13:37:24
-320.0,-231.0,8.967,31.811,2.15,2.15,4.937,4.937,46.675,46.675,0.111,0.111,2015-07-13T15:27:28,2015-07-13T15:32:48
-187.0,-300.0,57.156000000000006,89.98700000000001,,,11.220999999999998,11.220999999999998,46.667,46.667,0.163,0.163,2015-07-13T18:11:32,2015-07-13T18:16:12
-308.0,-156.0,8.529,50.236999999999995,2.79,2.79,5.207999999999999,5.207999999999999,46.663000000000004,46.663000000000004,0.175,0.175,2015-07-13T19:47:32,2015-07-13T19:58:08
-214.0,-268.0,75.102,98.429,,,11.959000000000001,11.959000000000001,46.656000000000006,46.656000000000006,0.215,0.215,2015-07-13T22:19:44,2015-07-13T22:25:24
-306.0,-198.0,12.957,23.795,3.53,3.53,4.382,4.382,44.559,44.559,0.266,0.266,2015-07-14T00:25:24,2015-07-14T00:28:08
-193.0,-269.0,68.21300000000001,141.138,,,11.417,11.417,44.552,44.552,0.19699999999999998,0.19699999999999998,2015-07-14T02:48:32,2015-07-14T02:56:20
-176.0,-204.0,128.97899999999998,88.57,3.285,3.285,8.777000000000001,8.777000000000001,44.541000000000004,44.541000000000004,0.48,0.48,2015-07-14T06:59:24,2015-07-14T07:01:20
-348.0,-341.0,8.752,53.545,,,3.2460000000000004,3.2460000000000004,44.536,44.536,0.48200000000000004,0.48200000000000004,2015-07-14T08:51:20,2015-07-14T08:54:48
-203.0,-193.0,61.803000000000004,68.334,6.02,6.02,10.173,10.173,44.535,44.535,0.479,0.479,2015-07-14T09:00:24,2015-07-14T09:03:24
-188.0,-294.0,75.433,115.399,5.56,5.56,11.149000000000001,11.149000000000001,44.535,44.535,0.48100000000000004,0.48100000000000004,2015-07-14T08:55:52,2015-07-14T08:59:06
-204.0,-262.0,98.27,90.289,4.12,4.12,7.605,7.605,44.528999999999996,44.528999999999996,0.38299999999999995,0.38299999999999995,2015-07-14T11:24:56,2015-07-14T11:28:32
-289.0,-179.0,128.923,62.645,1.85,1.85,4.382,4.382,44.523,44.523,0.37200000000000005,0.37200000000000005,2015-07-14T13:18:44,2015-07-14T13:23:36
-248.0,-182.0,11.309000000000001,53.172,3.21,3.21,9.214,9.214,44.512,44.512,0.479,0.479,2015-07-14T17:27:44,2015-07-14T17:32:32
-188.0,-201.5,121.626,163.114,3.65,3.65,8.395,8.395,44.505,44.505,0.442,0.442,2015-07-14T20:05:44,2015-07-14T20:07:32
-334.0,-268.0,123.339,43.699,,,3.323,3.323,42.726000000000006,42.726000000000006,0.317,0.317,2015-07-15T02:53:32,2015-07-15T02:58:32
-256.0,-331.0,85.14,178.125,,,11.933,11.933,42.722,42.722,0.264,0.264,2015-07-15T04:30:48,2015-07-15T04:34:00
-321.0,-302.0,95.945,69.514,,,5.244,5.244,42.715,42.715,0.22899999999999998,0.22899999999999998,2015-07-15T07:18:24,2015-07-15T07:22:56
-204.5,-311.5,68.157,141.101,,,12.279000000000002,12.279000000000002,42.71,42.71,0.252,0.252,2015-07-15T08:57:16,2015-07-15T09:01:16
-296.0,-247.0,115.539,65.363,,,4.213,4.213,42.703,42.703,0.35200000000000004,0.35200000000000004,2015-07-15T11:33:04,2015-07-15T11:37:48
-262.0,-300.5,103.72200000000001,112.432,,,7.64,7.64,42.699,42.699,0.36700000000000005,0.36700000000000005,2015-07-15T13:20:16,2015-07-15T13:21:48
-291.5,-231.5,86.712,45.823,3.465,3.465,3.335,3.335,42.692,42.692,0.43700000000000006,0.43700000000000006,2015-07-15T15:59:24,2015-07-15T16:02:44
-191.0,-293.0,71.206,164.75099999999998,,,11.022,11.022,42.687,42.687,0.7020000000000001,0.7020000000000001,2015-07-15T17:48:16,2015-07-15T17:50:12
-285.0,-233.5,20.362000000000002,38.204,,,4.335,4.335,42.681000000000004,42.681000000000004,0.9279999999999999,0.9279999999999999,2015-07-15T20:13:52,2015-07-15T20:16:28
-203.5,-263.5,92.786,105.539,,,7.36,7.36,42.675,42.675,0.69,0.69,2015-07-15T22:09:56,2015-07-15T22:12:28
-221.0,-207.0,92.277,89.62,,,2.6,2.6,42.016999999999996,42.016999999999996,1.331,1.331,2015-07-16T15:38:56,2015-07-16T15:48:40
-237.0,-221.0,84.281,140.20600000000002,,,5.7170000000000005,5.7170000000000005,42.006,42.006,1.0090000000000001,1.0090000000000001,2015-07-16T19:46:24,2015-07-16T19:50:56
-200.0,-285.0,96.193,59.626999999999995,,,4.814,4.814,41.056000000000004,41.056000000000004,0.617,0.617,2015-07-17T00:18:28,2015-07-17T00:22:32
-156.0,-193.0,47.24,90.031,,,6.244,6.244,41.049,41.049,0.604,0.604,2015-07-17T02:59:56,2015-07-17T03:00:12
-185.0,-260.5,50.396,122.789,,,9.868,9.868,41.044,41.044,0.45,0.45,2015-07-17T04:49:08,2015-07-17T04:53:56
-227.0,-307.0,73.76899999999999,96.39399999999999,,,13.225999999999999,13.225999999999999,41.033,41.033,0.295,0.295,2015-07-17T09:06:12,2015-07-17T09:08:56
-290.0,-185.0,105.99,55.358999999999995,,,3.7439999999999998,3.7439999999999998,41.027,41.027,0.316,0.316,2015-07-17T11:38:16,2015-07-17T11:41:28
-236.0,-102.0,80.585,90.48899999999999,,,5.938,5.938,41.026,41.026,0.317,0.317,2015-07-17T12:01:44,2015-07-17T12:08:40
-212.5,-300.0,76.617,44.254,,,12.267000000000001,12.267000000000001,41.022,41.022,0.311,0.311,2015-07-17T13:28:20,2015-07-17T13:33:12
-363.0,-213.0,8.916,48.125,5.27,5.27,4.702,4.702,41.016000000000005,41.016000000000005,0.289,0.289,2015-07-17T15:57:36,2015-07-17T16:02:04
-352.0,-201.0,86.024,112.38,7.16,7.16,5.399,5.399,41.015,41.015,0.28600000000000003,0.28600000000000003,2015-07-17T16:04:44,2015-07-17T16:10:44
-340.0,-300.0,136.25,80.82300000000001,,,6.837999999999999,6.837999999999999,41.015,41.015,0.28800000000000003,0.28800000000000003,2015-07-17T16:01:10,2015-07-17T16:06:24
-226.0,-380.0,82.146,11.809000000000001,,,16.555,16.555,41.01,41.01,0.251,0.251,2015-07-17T18:10:24,2015-07-17T18:17:52
-375.5,-280.0,6.665,50.256,,,4.04,4.04,41.004,41.004,0.23600000000000002,0.23600000000000002,2015-07-17T20:26:36,2015-07-17T20:33:20
-233.0,-341.0,96.54700000000001,89.509,,,11.937999999999999,11.937999999999999,41.0,41.0,0.22399999999999998,0.22399999999999998,2015-07-17T22:14:48,2015-07-17T22:21:04
-356.0,-248.0,15.937000000000001,43.951,,,4.422,4.422,40.382,40.382,0.22399999999999998,0.22399999999999998,2015-07-18T00:51:00,2015-07-18T00:56:28
-238.0,-320.0,101.57700000000001,90.32,,,14.023,14.023,40.376999999999995,40.376999999999995,0.249,0.249,2015-07-18T02:39:24,2015-07-18T02:45:08
-343.0,-236.0,12.264000000000001,84.197,,,4.952,4.952,40.371,40.371,0.297,0.297,2015-07-18T05:13:32,2015-07-18T05:24:44
-247.0,-377.0,92.78200000000001,20.505,,,22.092,22.092,40.366,40.366,0.305,0.305,2015-07-18T07:17:44,2015-07-18T07:25:28
-368.0,-327.0,19.97,21.961,,,9.647,9.647,40.361,40.361,0.292,0.292,2015-07-18T09:08:56,2015-07-18T09:14:00
-335.0,-379.0,50.475,14.931,,,23.935,23.935,40.354,40.354,0.28300000000000003,0.28300000000000003,2015-07-18T11:51:52,2015-07-18T11:58:56
-412.0,-328.0,14.095999999999998,71.925,5.6,5.6,5.974,5.974,40.349000000000004,40.349000000000004,0.315,0.315,2015-07-18T13:47:12,2015-07-18T13:54:24
-329.0,-362.0,110.169,116.31,,,16.958,16.958,40.345,40.345,0.325,0.325,2015-07-18T15:28:12,2015-07-18T15:34:24
-332.5,-369.0,65.289,109.355,,,17.502,17.502,40.344,40.344,0.324,0.324,2015-07-18T15:44:20,2015-07-18T15:49:28
-377.0,-412.5,102.79299999999999,17.081,,,6.234,6.234,40.345,40.345,0.324,0.324,2015-07-18T15:36:16,2015-07-18T15:41:56
-466.0,-365.0,18.656,51.025,3.37,3.37,7.023,7.023,40.338,40.338,0.303,0.303,2015-07-18T18:06:56,2015-07-18T18:13:20
-337.0,-454.0,185.481,25.45,,,16.796,16.796,40.334,40.334,0.28800000000000003,0.28800000000000003,2015-07-18T19:55:44,2015-07-18T20:04:52
-468.5,-358.0,30.024,66.277,4.745,4.745,6.644,6.644,40.327,40.327,0.284,0.284,2015-07-18T22:26:52,2015-07-18T22:33:20
-425.0,-437.0,203.045,25.915,8.96,8.96,12.98,12.98,41.724,41.724,0.332,0.332,2015-07-19T09:04:00,2015-07-19T09:10:20
-479.0,-373.5,30.095,61.903,3.43,3.43,6.692,6.692,41.718,41.718,0.379,0.379,2015-07-19T11:31:20,2015-07-19T11:38:28
-342.0,-419.0,249.644,142.64700000000002,,,14.058,14.058,41.713,41.713,0.433,0.433,2015-07-19T13:27:32,2015-07-19T13:31:52
-509.0,-282.0,35.981,162.815,3.57,3.57,5.083,5.083,41.706,41.706,0.528,0.528,2015-07-19T16:01:04,2015-07-19T16:05:12
-252.0,-344.5,147.71,251.662,,,10.794,10.794,41.702,41.702,2.023,2.023,2015-07-19T17:38:40,2015-07-19T17:42:28
-304.5,-391.0,193.112,211.718,10.885,10.885,7.252999999999999,7.252999999999999,41.701,41.701,2.4090000000000003,2.4090000000000003,2015-07-19T17:49:32,2015-07-19T17:50:40
-373.5,-389.0,222.93900000000002,247.263,2.925,2.925,2.256,2.256,41.702,41.702,2.215,2.215,2015-07-19T17:44:06,2015-07-19T17:46:34
-465.0,-315.0,22.098000000000003,94.875,4.07,4.07,4.011,4.011,41.693999999999996,41.693999999999996,6.777,6.777,2015-07-19T20:30:56,2015-07-19T20:35:36
-396.0,-272.5,249.37099999999998,137.069,3.49,3.49,5.127999999999999,5.127999999999999,39.124,39.124,2.9160000000000004,2.9160000000000004,2015-07-20T00:43:36,2015-07-20T00:49:40
-297.5,-391.5,154.686,193.40599999999998,14.1,14.1,12.092,12.092,39.119,39.119,1.7409999999999999,1.7409999999999999,2015-07-20T02:43:56,2015-07-20T02:50:04
-466.0,-254.5,20.615,156.921,3.49,3.49,4.593999999999999,4.593999999999999,39.113,39.113,1.694,1.694,2015-07-20T05:14:16,2015-07-20T05:19:56
-293.5,-431.5,162.247,172.59400000000002,,,13.752,13.752,39.108000000000004,39.108000000000004,1.729,1.729,2015-07-20T07:02:52,2015-07-20T07:07:56
-464.0,-265.5,19.859,134.02700000000002,4.67,4.67,6.249,6.249,39.102,39.102,1.4080000000000001,1.4080000000000001,2015-07-20T09:28:56,2015-07-20T09:34:36
-337.0,-447.0,147.835,122.07799999999999,8.46,8.46,13.186,13.186,39.098,39.098,1.561,1.561,2015-07-20T11:25:36,2015-07-20T11:30:44
-388.5,-281.0,347.6,144.18200000000002,2.175,2.175,4.4910000000000005,4.4910000000000005,39.092,39.092,1.575,1.575,2015-07-20T13:52:44,2015-07-20T13:57:00
-337.5,-430.5,190.442,234.09599999999998,8.36,8.36,10.225,10.225,39.086999999999996,39.086999999999996,0.521,0.521,2015-07-20T15:41:56,2015-07-20T15:44:52
-474.0,-371.0,23.840999999999998,50.207,2.14,2.14,3.478,3.478,39.080999999999996,39.080999999999996,0.44799999999999995,0.44799999999999995,2015-07-20T18:16:32,2015-07-20T18:21:44
-307.0,-461.0,122.273,25.886999999999997,7.12,7.12,9.093,9.093,39.077,39.077,0.525,0.525,2015-07-20T20:04:32,2015-07-20T20:08:28
